x;y;longitude;visit_date;color_id;latitude;fid;station_vi;transparen
23.9833;57.1;23.983300000000000;1998/02/14 12:30:00.000;19.0;57.100000000000001;1;98006.0;1.600000000000000
23.85;57.3;23.850000000000001;1998/02/14 15:35:00.000;9.0;57.299999999999997;2;98007.0;4.000000000000000
23.85;57.3;23.850000000000001;1998/03/11 12:20:00.000;16.0;57.299999999999997;3;98011.0;2.500000000000000
23.9333;57.1667;23.933299999999999;1998/03/11 15:22:00.000;19.0;57.166699999999999;4;98012.0;1.600000000000000
23.9833;57.1;23.983300000000000;1998/03/11 16:15:00.000;19.0;57.100000000000001;5;98013.0;1.200000000000000
24.0017;57.0833;24.001700000000000;1998/03/11 17:15:00.000;21.0;57.083300000000001;6;98014.0;1.100000000000000
23.6167;57.6167;23.616700000000002;1998/03/25 06:30:00.000;9.0;57.616700000000002;7;98019.0;3.900000000000000
23.7667;57.4167;23.766700000000000;1998/03/25 08:30:00.000;9.0;57.416699999999999;8;98020.0;3.600000000000000
23.85;57.3;23.850000000000001;1998/03/25 09:20:00.000;15.0;57.299999999999997;9;98021.0;2.100000000000000
23.9333;57.1667;23.933299999999999;1998/03/25 12:15:00.000;19.0;57.166699999999999;10;98022.0;2.100000000000000
23.9833;57.1;23.983300000000000;1998/03/25 13:25:00.000;21.0;57.100000000000001;11;98023.0;1.600000000000000
24.0017;57.0833;24.001700000000000;1998/03/25 14:05:00.000;21.0;57.083300000000001;12;98024.0;1.500000000000000
23.85;57.3;23.850000000000001;1998/04/07 11:30:00.000;17.0;57.299999999999997;13;98026.0;2.400000000000000
24.0017;57.0833;24.001700000000000;1998/04/07 14:20:00.000;19.0;57.083300000000001;14;98027.0;1.400000000000000
24.0017;57.0833;24.001700000000000;1998/04/23 11:10:00.000;21.0;57.083300000000001;15;98030.0;1.100000000000000
23.9833;57.1;23.983300000000000;1998/04/23 12:30:00.000;19.0;57.100000000000001;16;98031.0;1.500000000000000
23.9333;57.1667;23.933299999999999;1998/04/23 13:45:00.000;13.0;57.166699999999999;17;98032.0;1.900000000000000
23.85;57.3;23.850000000000001;1998/04/23 15:15:00.000;11.0;57.299999999999997;18;98033.0;2.100000000000000
23.7667;57.4167;23.766700000000000;1998/04/23 17:10:00.000;9.0;57.416699999999999;19;98034.0;2.200000000000000
23.4833;57.4;23.483300000000000;1998/04/23 18:55:00.000;9.0;57.399999999999999;20;98035.0;2.100000000000000
23.2123;57.3275;23.212299999999999;1998/04/23 20:35:00.000;9.0;57.327500000000001;21;98036.0;2.900000000000000
23.6167;57.6167;23.616700000000002;1998/04/24 06:40:00.000;9.0;57.616700000000002;22;98038.0;2.600000000000000
24.1167;57.6;24.116700000000002;1998/04/24 10:20:00.000;11.0;57.600000000000001;23;98039.0;2.400000000000000
24.3367;57.5933;24.336700000000000;1998/04/24 11:25:00.000;13.0;57.593299999999999;24;98040.0;2.900000000000000
24.0833;57.35;24.083300000000001;1998/04/24 13:50:00.000;21.0;57.350000000000001;25;98041.0;2.000000000000000
24.3733;57.315;24.373300000000000;1998/04/24 15:40:00.000;21.0;57.314999999999998;26;98042.0;1.800000000000000
24.0017;57.0833;24.001700000000000;1998/02/14 11:20:00.000;21.0;57.083300000000001;27;98005.0;1.300000000000000
24.0017;57.0833;24.001700000000000;1998/01/21 14:40:00.000;21.0;57.083300000000001;28;98002.0;1.800000000000000
23.85;57.3;23.850000000000001;1998/01/21 11:40:00.000;9.0;57.299999999999997;29;98001.0;4.100000000000000
